(4.0,[6.882352828979492,6.625,7.857142925262451,8.538461685180664,8.217391014099121,7.666666507720947,7.454545497894287,7.714285850524902,7.6315789222717285,6.333333492279053,18.399999618530273,18.866666793823242,14.777777671813965,17.647058486938477,15.526315689086914])
(4.0,[7.666666507720947,7.454545497894287,7.714285850524902,7.6315789222717285,6.333333492279053,18.399999618530273,18.866666793823242,14.777777671813965,17.647058486938477,15.526315689086914,43.60869598388672,37.6363639831543,48.45454406738281,41.85714340209961,46.93333435058594])
(4.0,[18.399999618530273,18.866666793823242,14.777777671813965,17.647058486938477,15.526315689086914,43.60869598388672,37.6363639831543,48.45454406738281,41.85714340209961,46.93333435058594,47.727272033691406,44.71428680419922,46.727272033691406,44.235294342041016,43.86206817626953])
(4.0,[43.60869598388672,37.6363639831543,48.45454406738281,41.85714340209961,46.93333435058594,47.727272033691406,44.71428680419922,46.727272033691406,44.235294342041016,43.86206817626953,49.0,43.57575607299805,43.290321350097656,46.46428680419922,45.03125])
(4.0,[47.727272033691406,44.71428680419922,46.727272033691406,44.235294342041016,43.86206817626953,49.0,43.57575607299805,43.290321350097656,46.46428680419922,45.03125,45.54545593261719,44.29166793823242,44.28125,46.599998474121094,44.30434799194336])
(4.0,[49.0,43.57575607299805,43.290321350097656,46.46428680419922,45.03125,45.54545593261719,44.29166793823242,44.28125,46.599998474121094,44.30434799194336,46.35714340209961,45.125,47.66666793823242,45.5,43.66666793823242])
(1.0,[45.54545593261719,44.29166793823242,44.28125,46.599998474121094,44.30434799194336,46.35714340209961,45.125,47.66666793823242,45.5,43.66666793823242,42.935482025146484,42.51852035522461,46.80644989013672,45.400001525878906,44.653846740722656])
(0.0,[46.35714340209961,45.125,47.66666793823242,45.5,43.66666793823242,42.935482025146484,42.51852035522461,46.80644989013672,45.400001525878906,44.653846740722656,10.370369911193848,8.8125,13.0,8.75,9.884614944458008])
(0.0,[42.935482025146484,42.51852035522461,46.80644989013672,45.400001525878906,44.653846740722656,10.370369911193848,8.8125,13.0,8.75,9.884614944458008,6.666666507720947,7.416666507720947,7.620689868927002,6.103448390960693,5.592592716217041])
(0.0,[10.370369911193848,8.8125,13.0,8.75,9.884614944458008,6.666666507720947,7.416666507720947,7.620689868927002,6.103448390960693,5.592592716217041,6.413793087005615,6.77419376373291,7.333333492279053,7.857142925262451,6.7727274894714355])
